,direct_fixed,division_fixed,eff_year,award_id,total_funding
1718,Directorate for Education & Human Resources,direct for education and human resources,1982,2,52800
1719,Directorate for Education & Human Resources,direct for education and human resources,1985,1,4000
1720,Directorate for Education & Human Resources,direct for education and human resources,1986,4,1796159
1721,Directorate for Education & Human Resources,directorate for education and human resources,1982,25,916769
1722,Directorate for Education & Human Resources,directorate for education and human resources,1985,1,25350
1723,Directorate for Education & Human Resources,directorate for education and human resources,1986,6,1261032
1724,Directorate for Education & Human Resources,directorate for education and human resources,1987,5,1661014
1725,Directorate for Education & Human Resources,directorate for education and human resources,1989,1,16700
1726,Directorate for Education & Human Resources,directorate for education and human resources,1991,2,143000
1727,Directorate for Education & Human Resources,directorate for education and human resources,2011,1,7000
1728,Directorate for Education & Human Resources,"directorate for social, behavioral and economic sciences",2007,2,1075477
1729,Directorate for Education & Human Resources,division of educational system reform,1980,6,13406933
1730,Directorate for Education & Human Resources,division of educational system reform,1982,1,126513
1731,Directorate for Education & Human Resources,division of educational system reform,1985,13,996969
1732,Directorate for Education & Human Resources,division of educational system reform,1986,9,22160470
1733,Directorate for Education & Human Resources,division of educational system reform,1987,1,34712
1734,Directorate for Education & Human Resources,division of educational system reform,1988,2,2776746
1735,Directorate for Education & Human Resources,division of educational system reform,1989,9,7601466
1736,Directorate for Education & Human Resources,division of educational system reform,1990,7,12783948
1737,Directorate for Education & Human Resources,division of educational system reform,1991,16,86287322
1738,Directorate for Education & Human Resources,division of educational system reform,1992,29,138608684
1739,Directorate for Education & Human Resources,division of educational system reform,1993,46,57810580
1740,Directorate for Education & Human Resources,division of educational system reform,1994,40,145470812
1741,Directorate for Education & Human Resources,division of educational system reform,1995,19,107043723
1742,Directorate for Education & Human Resources,division of educational system reform,1996,29,80132318
1743,Directorate for Education & Human Resources,division of educational system reform,1997,7,15738456
